Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1705916688314,-4.6336255,-4.2647624,-7.4949255,-2.829114E-4,0.0021684922,-0.0013079573
1705916688705,-4.6258097,-4.238115,-7.5108633,-2.829114E-4,0.0021684922,-0.0013079573
1705916688719,-4.6258097,-4.238115,-7.5108633,6.1503553E-4,0.0012193879,-0.0010775165
1705916688883,-4.6467986,-4.280134,-7.4565988,6.1503553E-4,0.0012193879,-0.0010775165
1705916688895,-4.6467986,-4.280134,-7.4565988,-1.0212504E-4,0.0025413448,-1.7634161E-4
1705916689133,-4.656901,-4.2434654,-7.4745026,-1.0212504E-4,0.0025413448,-1.7634161E-4
1705916689146,-4.656901,-4.2434654,-7.4745026,4.9057388E-5,0.003623757,-9.923517E-4
1705916689465,-4.631386,-4.263469,-7.467012,4.9057388E-5,0.003623757,-9.923517E-4
1705916689477,-4.631386,-4.263469,-7.467012,-3.4787072E-4,0.0029441912,-3.3450685E-4
1705916689821,-4.627874,-4.2687874,-7.4926715,-3.4787072E-4,0.0029441912,-3.3450685E-4
1705916689834,-4.627874,-4.2687874,-7.4926715,2.3562195E-4,0.0018729909,-3.8564822E-4
1705916690044,-4.663185,-4.248431,-7.467755,2.3562195E-4,0.0018729909,-3.8564822E-4
1705916690057,-4.663185,-4.248431,-7.467755,1.7338432E-5,0.0022974575,-0.0013213219
1705916690359,-4.6389356,-4.253716,-7.4624853,1.7338432E-5,0.0022974575,-0.0013213219
1705916690371,-4.6389356,-4.253716,-7.4624853,-6.8778207E-4,0.004044157,-0.001485223
1705916690771,-4.5990124,-4.257344,-7.495107,-6.8778207E-4,0.004044157,-0.001485223
1705916690783,-4.5990124,-4.257344,-7.495107,-3.0289454E-4,0.0021511407,-5.345263E-4
1705916690949,-4.6420035,-4.2536263,-7.50782,-3.0289454E-4,0.0021511407,-5.345263E-4
1705916690957,-4.6420035,-4.2536263,-7.50782,-2.4131661E-4,0.0018794158,-4.2550417E-4
1705916691288,-4.671119,-4.2413864,-7.5157547,-2.4131661E-4,0.0018794158,-4.2550417E-4
1705916691301,-4.671119,-4.2413864,-7.5157547,-3.1557103E-4,0.0022900603,-8.2647114E-4
1705916691695,-4.673367,-4.219734,-7.5217032,-3.1557103E-4,0.0022900603,-8.2647114E-4
1705916691706,-4.673367,-4.219734,-7.5217032,5.0076534E-4,0.0019149617,-0.002366834
1705916691873,-4.6187835,-4.251179,-7.4983854,5.0076534E-4,0.0019149617,-0.002366834
1705916691879,-4.6187835,-4.251179,-7.4983854,-8.830332E-5,0.002026237,-9.618772E-4
1705916692119,-4.646947,-4.2570705,-7.4827332,-8.830332E-5,0.002026237,-9.618772E-4
1705916692131,-4.646947,-4.2570705,-7.4827332,9.743718E-4,0.0024167704,-0.0012444088
1705916692438,-4.6681833,-4.2625966,-7.48665,9.743718E-4,0.0024167704,-0.0012444088
1705916692450,-4.6681833,-4.2625966,-7.48665,2.3847373E-4,0.003213251,-6.560859E-4
1705916692798,-4.646752,-4.2504487,-7.516265,2.3847373E-4,0.003213251,-6.560859E-4
1705916692810,-4.646752,-4.2504487,-7.516265,-3.5022094E-5,0.003365741,-0.0014122357
1705916693027,-4.631721,-4.2430534,-7.5054455,-3.5022094E-5,0.003365741,-0.0014122357
1705916693038,-4.631721,-4.2430534,-7.5054455,3.7270016E-4,0.0028303359,-0.0015054077
1705916693331,-4.629595,-4.251523,-7.477754,3.7270016E-4,0.0028303359,-0.0015054077
1705916693341,-4.629595,-4.251523,-7.477754,1.7068518E-4,0.0029482571,-7.773094E-4
1705916693754,-4.6512847,-4.259775,-7.49046,1.7068518E-4,0.0029482571,-7.773094E-4
1705916693765,-4.6512847,-4.259775,-7.49046,-1.6866796E-4,0.0017682259,-0.0013838481
1705916693932,-4.6450667,-4.2653704,-7.5053225,-1.6866796E-4,0.0017682259,-0.0013838481
1705916693943,-4.6450667,-4.2653704,-7.5053225,-8.8616036E-4,0.002445748,-0.001572055
1705916694272,-4.642178,-4.25473,-7.502152,-8.8616036E-4,0.002445748,-0.001572055
1705916694282,-4.642178,-4.25473,-7.502152,-7.349511E-4,0.0032328528,-0.0010228567
1705916694518,-4.6422606,-4.252158,-7.4863434,-7.349511E-4,0.0032328528,-0.0010228567
1705916694524,-4.6422606,-4.252158,-7.4863434,6.1315356E-4,0.0022911753,-0.001348254
1705916694870,-4.6284814,-4.265393,-7.469821,6.1315356E-4,0.0022911753,-0.001348254
1705916694886,-4.6284814,-4.265393,-7.469821,8.354965E-5,0.0024261419,-0.001203197
1705916695103,-4.6588197,-4.2590203,-7.5198197,8.354965E-5,0.0024261419,-0.001203197
1705916695113,-4.6588197,-4.2590203,-7.5198197,2.8895237E-4,0.0032167549,-8.3590986E-4
1705916695426,-4.6439133,-4.263502,-7.5451336,2.8895237E-4,0.0032167549,-8.3590986E-4
1705916695431,-4.6439133,-4.263502,-7.5451336,-1.10726774E-4,0.0032128317,-4.598955E-4
1705916695796,-4.649834,-4.2407923,-7.509768,-1.10726774E-4,0.0032128317,-4.598955E-4
1705916695805,-4.649834,-4.2407923,-7.509768,7.0461765E-4,0.002273958,-6.374371E-4
1705916696010,-4.639695,-4.21842,-7.467749,7.0461765E-4,0.002273958,-6.374371E-4
1705916696019,-4.639695,-4.21842,-7.467749,-0.0014899923,0.002696051,-4.627566E-4
1705916696329,-4.648774,-4.26838,-7.499966,-0.0014899923,0.002696051,-4.627566E-4
1705916696339,-4.648774,-4.26838,-7.499966,-5.5602455E-4,0.0028292206,-9.836247E-4
1705916696746,-4.653804,-4.262121,-7.514885,-5.5602455E-4,0.0028292206,-9.836247E-4
1705916696757,-4.653804,-4.262121,-7.514885,-3.8081277E-4,0.0024255842,-9.423056E-4
1705916696924,-4.6533155,-4.256467,-7.5060296,-3.8081277E-4,0.0024255842,-9.423056E-4
1705916696932,-4.6533155,-4.256467,-7.5060296,-1.3878196E-4,0.002022733,-7.820532E-4
1705916697186,-4.6588945,-4.246635,-7.5059695,-1.3878196E-4,0.002022733,-7.820532E-4
1705916697196,-4.6588945,-4.246635,-7.5059695,3.856303E-4,0.001619516,-9.3692454E-4
1705916697494,-4.6309824,-4.252246,-7.4882007,3.856303E-4,0.001619516,-9.3692454E-4
1705916697504,-4.6309824,-4.252246,-7.4882007,1.152686E-4,0.003752441,-8.7422703E-4
1705916697853,-4.645194,-4.2672725,-7.507547,1.152686E-4,0.003752441,-8.7422703E-4
1705916697863,-4.645194,-4.2672725,-7.507547,-4.439187E-4,0.0025652593,-0.0010543297
1705916698101,-4.6473417,-4.264321,-7.5073752,-4.439187E-4,0.0025652593,-0.0010543297
1705916698110,-4.6473417,-4.264321,-7.5073752,3.9948092E-4,0.0028164838,-9.097135E-4
1705916698410,-4.6623955,-4.240909,-7.498233,3.9948092E-4,0.0028164838,-9.097135E-4
1705916698421,-4.6623955,-4.240909,-7.498233,2.3536841E-4,0.0029448916,-6.621866E-4
1705916698777,-4.6492977,-4.239501,-7.480899,2.3536841E-4,0.0029448916,-6.621866E-4
1705916698786,-4.6492977,-4.239501,-7.480899,-7.2385196E-4,0.002957624,-7.3401065E-4
1705916699007,-4.629756,-4.2569222,-7.4979906,-7.2385196E-4,0.002957624,-7.3401065E-4
1705916699016,-4.629756,-4.2569222,-7.4979906,-5.3077185E-4,0.0026833187,-3.9093243E-4
1705916699320,-4.637102,-4.262356,-7.513071,-5.3077185E-4,0.0026833187,-3.9093243E-4
1705916699329,-4.637102,-4.262356,-7.513071,4.441522E-4,0.0010836913,-8.3390623E-4
1705916699738,-4.6606827,-4.267987,-7.5111914,4.441522E-4,0.0010836913,-8.3390623E-4
1705916699743,-4.6606827,-4.267987,-7.5111914,-4.085855E-4,0.0018756606,-1.7517843E-4
1705916699915,-4.672355,-4.241821,-7.496025,-4.085855E-4,0.0018756606,-1.7517843E-4
1705916699923,-4.672355,-4.241821,-7.496025,8.7091693E-4,0.0020135045,-8.900531E-4
1705916700170,-4.6394854,-4.2518487,-7.5013404,8.7091693E-4,0.0020135045,-8.900531E-4
1705916700178,-4.6394854,-4.2518487,-7.5013404,2.7011454E-4,0.0028232152,-0.0011399591
1705916700497,-4.624557,-4.249106,-7.500683,2.7011454E-4,0.0028232152,-0.0011399591
1705916700506,-4.624557,-4.249106,-7.500683,1.8791686E-4,0.0014934118,-0.0012891054
1705916700864,-4.677476,-4.2702904,-7.4872565,1.8791686E-4,0.0014934118,-0.0012891054
1705916700874,-4.677476,-4.2702904,-7.4872565,2.7199642E-4,0.0017514275,-8.692215E-4
1705916701059,-4.643217,-4.252108,-7.488045,2.7199642E-4,0.0017514275,-8.692215E-4
1705916701068,-4.643217,-4.252108,-7.488045,1.5189665E-4,0.0025589773,-0.001081262
1705916701393,-4.625163,-4.2509828,-7.5037584,1.5189665E-4,0.0025589773,-0.001081262
1705916701403,-4.625163,-4.2509828,-7.5037584,-3.7182856E-4,0.0025862278,-0.0020133853
1705916701813,-4.630189,-4.252424,-7.480808,-3.7182856E-4,0.0025862278,-0.0020133853
1705916701821,-4.630189,-4.252424,-7.480808,1.5810423E-5,0.0021654076,-0.0013243238
1705916701964,-4.653651,-4.261832,-7.484708,1.5810423E-5,0.0021654076,-0.0013243238
1705916701969,-4.653651,-4.261832,-7.484708,-8.371929E-5,0.0024223868,-9.528714E-4
1705916702312,-4.643059,-4.2706313,-7.489797,-8.371929E-5,0.0024223868,-9.528714E-4
1705916702320,-4.643059,-4.2706313,-7.489797,-1.4585571E-4,0.00282627,-0.0010626052
1705916702583,-4.6322556,-4.24791,-7.5064073,-1.4585571E-4,0.00282627,-0.0010626052
1705916702591,-4.6322556,-4.24791,-7.5064073,-4.8207468E-4,0.0036266735,-8.5029664E-4
1705916702940,-4.625175,-4.2513905,-7.4858365,-4.8207468E-4,0.0036266735,-8.5029664E-4
1705916702945,-4.625175,-4.2513905,-7.4858365,-2.9983852E-4,0.0024152405,-5.285225E-4
1705916703141,-4.647595,-4.239499,-7.4818554,-2.9983852E-4,0.0024152405,-5.285225E-4
1705916703145,-4.647595,-4.239499,-7.4818554,6.4797763E-4,0.0017379948,-4.6971772E-4
1705916703477,-4.6675777,-4.261289,-7.501519,6.4797763E-4,0.0017379948,-4.6971772E-4
1705916703485,-4.6675777,-4.261289,-7.501519,-5.6870107E-4,0.00296814,-0.0012755695
1705916703876,-4.6360083,-4.2548246,-7.501139,-5.6870107E-4,0.00296814,-0.0012755695
1705916703885,-4.6360083,-4.2548246,-7.501139,5.309339E-4,0.0028096442,-6.757543E-4
1705916704077,-4.648002,-4.2430224,-7.4985375,5.309339E-4,0.0028096442,-6.757543E-4
1705916704088,-4.648002,-4.2430224,-7.4985375,-7.536887E-4,0.0027073761,-0.0013357088
1705916704366,-4.643713,-4.2353854,-7.4928803,-7.536887E-4,0.0027073761,-0.0013357088
1705916704374,-4.643713,-4.2353854,-7.4928803,3.7142573E-4,0.0016263855,-0.0012318713
1705916704794,-4.642302,-4.2649,-7.484451,3.7142573E-4,0.0016263855,-0.0012318713
1705916704805,-4.642302,-4.2649,-7.484451,5.1464274E-4,0.0028166221,-9.7441464E-4
1705916704972,-4.6611495,-4.266986,-7.5120206,5.1464274E-4,0.0028166221,-9.7441464E-4
1705916704977,-4.6611495,-4.266986,-7.5120206,-0.0015657236,0.002838449,-8.756249E-4
1705916705279,-4.6377254,-4.279156,-7.5042477,-0.0015657236,0.002838449,-8.756249E-4
1705916705286,-4.6377254,-4.279156,-7.5042477,1.3866159E-4,0.0028300548,-0.0013739185
1705916705541,-4.6465497,-4.2597947,-7.492,1.3866159E-4,0.0028300548,-0.0013739185
1705916705545,-4.6465497,-4.2597947,-7.492,1.7068518E-4,0.0029482571,-7.773094E-4
1705916705897,-4.6422944,-4.255087,-7.48641,1.7068518E-4,0.0029482571,-7.773094E-4
1705916705902,-4.6422944,-4.255087,-7.48641,5.152236E-4,8.361918E-4,-0.001795349
1705916706142,-4.64781,-4.2586164,-7.5002227,5.152236E-4,8.361918E-4,-0.001795349
1705916706149,-4.64781,-4.2586164,-7.5002227,-2.2438957E-4,0.0016326676,-0.0012049391
1705916706457,-4.6341486,-4.2686424,-7.495865,-2.2438957E-4,0.0016326676,-0.0012049391
1705916706464,-4.6341486,-4.2686424,-7.495865,-3.2694632E-4,0.0033376224,-2.6743888E-5
1705916706819,-4.6420393,-4.251852,-7.499905,-3.2694632E-4,0.0033376224,-2.6743888E-5
1705916706827,-4.6420393,-4.251852,-7.499905,3.057343E-5,0.0020263798,-0.0010286653
1705916707037,-4.6491594,-4.236623,-7.478652,3.057343E-5,0.0020263798,-0.0010286653
1705916707044,-4.6491594,-4.236623,-7.478652,6.211969E-4,0.0017518469,-0.001065412
1705916707343,-4.6437197,-4.2493324,-7.480959,6.211969E-4,0.0017518469,-0.001065412
1705916707348,-4.6437197,-4.2493324,-7.480959,-4.4549597E-4,0.0024289498,-0.0010574284
1705916707791,-4.65596,-4.26428,-7.504772,-4.4549597E-4,0.0024289498,-0.0010574284
1705916707803,-4.65596,-4.26428,-7.504772,5.3267577E-6,0.003908682,-0.0018786154
1705916707969,-4.6327963,-4.267283,-7.5133924,5.3267577E-6,0.003908682,-0.0018786154
1705916707979,-4.6327963,-4.267283,-7.5133924,-1.3572595E-4,0.0022868328,-7.760494E-4
1705916708275,-4.6420875,-4.2469206,-7.5019746,-1.3572595E-4,0.0022868328,-7.760494E-4
1705916708281,-4.6420875,-4.2469206,-7.5019746,-3.6141637E-4,0.0026869653,-6.3754455E-4
1705916708536,-4.6586356,-4.2510996,-7.4815936,-3.6141637E-4,0.0026869653,-6.3754455E-4
1705916708544,-4.6586356,-4.2510996,-7.4815936,6.1625894E-4,0.0025595347,-0.0013421534
1705916708893,-4.6411543,-4.2489223,-7.500317,6.1625894E-4,0.0025595347,-0.0013421534
1705916708904,-4.6411543,-4.2489223,-7.500317,5.77798E-4,0.0026812067,-8.6229376E-4
1705916709132,-4.6478386,-4.275085,-7.5062895,5.77798E-4,0.0026812067,-8.6229376E-4
1705916709136,-4.6478386,-4.275085,-7.5062895,2.7968577E-4,0.0024159364,-8.5411506E-4
1705916709438,-4.647446,-4.26427,-7.5095553,2.7968577E-4,0.0024159364,-8.5411506E-4
1705916709444,-4.647446,-4.26427,-7.5095553,-3.7001813E-4,0.0033584523,-9.2109846E-4
1705916709806,-4.656173,-4.254772,-7.4931693,-3.7001813E-4,0.0033584523,-9.2109846E-4
1705916709811,-4.656173,-4.254772,-7.4931693,-3.2886746E-5,0.0012220531,-8.6495955E-4
1705916710029,-4.645605,-4.26139,-7.5082655,-3.2886746E-5,0.0012220531,-8.6495955E-4
1705916710036,-4.645605,-4.26139,-7.5082655,2.4333375E-4,0.002837067,-0.0017356535
1705916710338,-4.653025,-4.2544374,-7.5094953,2.4333375E-4,0.002837067,-0.0017356535
1705916710346,-4.653025,-4.2544374,-7.5094953,-4.4239068E-4,0.002697309,-0.0010513278
1705916710754,-4.6532207,-4.261628,-7.493909,-4.4239068E-4,0.002697309,-0.0010513278
1705916710762,-4.6532207,-4.261628,-7.493909,6.934517E-5,0.0024330113,-0.0014981439
1705916710933,-4.6550817,-4.2436767,-7.5091457,6.934517E-5,0.0024330113,-0.0014981439
1705916710940,-4.6550817,-4.2436767,-7.5091457,-4.5687126E-4,0.0034765117,-2.577012E-4
1705916711188,-4.640461,-4.26202,-7.483161,-4.5687126E-4,0.0034765117,-2.577012E-4
1705916711192,-4.640461,-4.26202,-7.483161,6.7817164E-5,0.0023009614,-0.0015011458
1705916711504,-4.6434174,-4.2468967,-7.502348,6.7817164E-5,0.0023009614,-0.0015011458
1705916711512,-4.6434174,-4.2468967,-7.502348,2.6395326E-4,0.0022907562,-0.0011520637
1705916711861,-4.6381083,-4.284292,-7.4929776,2.6395326E-4,0.0022907562,-0.0011520637
1705916711869,-4.6381083,-4.284292,-7.4929776,-0.0017221979,0.0037675619,-6.0409197E-4
1705916712103,-4.6458206,-4.275235,-7.500705,-0.0017221979,0.0037675619,-6.0409197E-4
1705916712111,-4.6458206,-4.275235,-7.500705,-6.9959206E-6,0.0028437641,-0.0019028245
1705916712419,-4.6603937,-4.2612553,-7.5066752,-6.9959206E-6,0.0028437641,-0.0019028245
1705916712426,-4.6603937,-4.2612553,-7.5066752,-1.5817836E-4,0.0017613518,-0.0010868143
1705916712786,-4.6510606,-4.2683063,-7.502041,-1.5817836E-4,0.0017613518,-0.0010868143
1705916712793,-4.6510606,-4.2683063,-7.502041,2.3231239E-4,0.0026807918,-6.681904E-4
1705916713015,-4.6330194,-4.2628856,-7.4918494,2.3231239E-4,0.0026807918,-6.681904E-4
1705916713019,-4.6330194,-4.2628856,-7.4918494,-6.1790744E-4,0.0021612034,-8.1682013E-4
1705916713331,-4.6376514,-4.2582135,-7.480146,-6.1790744E-4,0.0021612034,-8.1682013E-4
1705916713336,-4.6376514,-4.2582135,-7.480146,-2.1787491E-5,9.4682426E-4,-5.761135E-4
1705916713736,-4.653959,-4.2518663,-7.4932084,-2.1787491E-5,9.4682426E-4,-5.761135E-4
1705916713744,-4.653959,-4.2518663,-7.4932084,-6.951476E-5,0.002415517,-6.579246E-4
1705916713914,-4.6502557,-4.235317,-7.4925637,-6.951476E-5,0.002415517,-6.579246E-4
1705916713921,-4.6502557,-4.235317,-7.4925637,5.0725846E-4,0.0030918557,-0.0012653478
1705916714187,-4.6436872,-4.2422705,-7.490855,5.0725846E-4,0.0030918557,-0.0012653478
1705916714194,-4.6436872,-4.2422705,-7.490855,-3.9776874E-4,9.6025696E-4,-9.756173E-4
1705916714483,-4.6495466,-4.2615476,-7.4993324,-3.9776874E-4,9.6025696E-4,-9.756173E-4
1705916714490,-4.6495466,-4.2615476,-7.4993324,-0.001017028,0.0020251218,-4.4009415E-4
1705916714840,-4.6637087,-4.253449,-7.5045843,-0.001017028,0.0020251218,-4.4009415E-4
1705916714851,-4.6637087,-4.253449,-7.5045843,2.6430708E-4,0.0010869186,-8.8432804E-4
1705916715075,-4.643878,-4.263569,-7.499215,2.6430708E-4,0.0010869186,-8.8432804E-4
1705916715083,-4.643878,-4.263569,-7.499215,-3.9191195E-4,0.0027008129,-0.0012311516
1705916715364,-4.6479163,-4.253863,-7.49442,-3.9191195E-4,0.0027008129,-0.0012311516
1705916715372,-4.6479163,-4.253863,-7.49442,2.1657985E-4,0.0025556115,-9.6613914E-4
1705916715811,-4.6708255,-4.248194,-7.51724,2.1657985E-4,0.0025556115,-9.6613914E-4
1705916715815,-4.6708255,-4.248194,-7.51724,1.8326139E-4,0.0029412748,-4.7656192E-4
1705916715995,-4.669381,-4.24259,-7.5066824,1.8326139E-4,0.0029412748,-4.7656192E-4
1705916716005,-4.669381,-4.24259,-7.5066824,-2.7493967E-4,0.003473176,-2.0356587E-4
1705916716302,-4.648629,-4.2509856,-7.491695,-2.7493967E-4,0.003473176,-2.0356587E-4
1705916716310,-4.648629,-4.2509856,-7.491695,1.8914026E-4,0.0028335587,-0.0015537423
1705916716737,-4.6467385,-4.253607,-7.5062795,1.8914026E-4,0.0028335587,-0.0015537423
1705916716741,-4.6467385,-4.253607,-7.5062795,-1.5048904E-4,0.0024258608,-0.0010717078
1705916716903,-4.642972,-4.254553,-7.5095453,-1.5048904E-4,0.0024258608,-0.0010717078
1705916716911,-4.642972,-4.254553,-7.5095453,5.298207E-6,0.0018727144,-2.56246E-4
1705916717151,-4.645608,-4.2519836,-7.4923005,5.298207E-6,0.0018727144,-2.56246E-4
1705916717158,-4.645608,-4.2519836,-7.4923005,-1.6403466E-4,0.002168635,-0.0013747455
1705916717479,-4.6418133,-4.2639484,-7.4835787,-1.6403466E-4,0.002168635,-0.0013747455
1705916717486,-4.6418133,-4.2639484,-7.4835787,-6.9399265E-4,0.0035074386,-0.0014974243
1705916717836,-4.6472135,-4.2624187,-7.50515,-6.9399265E-4,0.0035074386,-0.0014974243
1705916717844,-4.6472135,-4.2624187,-7.50515,-1.997443E-4,0.0037625036,-0.0011565209
1705916718082,-4.640566,-4.262538,-7.5032864,-1.997443E-4,0.0037625036,-0.0011565209
1705916718089,-4.640566,-4.262538,-7.5032864,-2.1639524E-4,0.0032369187,-0.0014656594
1705916718376,-4.637829,-4.2510495,-7.4944034,-2.1639524E-4,0.0032369187,-0.0014656594
1705916718382,-4.637829,-4.2510495,-7.4944034,1.7867736E-4,0.0025451253,-4.8556773E-4
1705916718765,-4.654763,-4.2526655,-7.5006227,1.7867736E-4,0.0025451253,-4.8556773E-4
1705916718775,-4.654763,-4.2526655,-7.5006227,2.9908214E-4,0.0026773177,-5.49354E-4
1705916718975,-4.652484,-4.267256,-7.504572,2.9908214E-4,0.0026773177,-5.49354E-4
1705916718980,-4.652484,-4.267256,-7.504572,-7.423359E-4,0.0013602468,-7.7032426E-4
1705916719287,-4.65376,-4.2535133,-7.506815,-7.423359E-4,0.0013602468,-7.7032426E-4
1705916719294,-4.65376,-4.2535133,-7.506815,4.8087546E-5,0.0012117095,-4.5117643E-4
1705916719708,-4.6584806,-4.2613544,-7.5032706,4.8087546E-5,0.0012117095,-4.5117643E-4
1705916719713,-4.6584806,-4.2613544,-7.5032706,-2.625456E-4,0.0026940817,-0.001000906
1705916719885,-4.6423573,-4.242294,-7.4904823,-2.625456E-4,0.0026940817,-0.001000906
1705916719891,-4.6423573,-4.242294,-7.4904823,1.4603988E-4,8.184211E-4,-8.257276E-4
1705916720136,-4.6323123,-4.252222,-7.488574,1.4603988E-4,8.184211E-4,-8.257276E-4
1705916720144,-4.6323123,-4.252222,-7.488574,-1.7330129E-4,0.0013678167,-0.0013929508
1705916720466,-4.6454654,-4.258512,-7.5060177,-1.7330129E-4,0.0013678167,-0.0013929508
1705916720473,-4.6454654,-4.258512,-7.5060177,4.4074227E-4,0.002023429,-0.0011076459
1705916720834,-4.657862,-4.263204,-7.508155,4.4074227E-4,0.002023429,-0.0011076459
1705916720841,-4.657862,-4.263204,-7.508155,5.217166E-4,0.0020130854,-6.938627E-4
1705916721032,-4.649987,-4.267431,-7.4981356,5.217166E-4,0.0020130854,-6.938627E-4
1705916721039,-4.649987,-4.267431,-7.4981356,-7.183062E-4,0.002022037,-4.5646064E-4
1705916721359,-4.6404996,-4.2519774,-7.4951706,-7.183062E-4,0.002022037,-4.5646064E-4
1705916721364,-4.6404996,-4.2519774,-7.4951706,1.1060637E-4,0.0016399565,-0.0016960762
1705916721782,-4.6466255,-4.243275,-7.488113,1.1060637E-4,0.0016399565,-0.0016960762
1705916721788,-4.6466255,-4.243275,-7.488113,4.3432735E-4,0.0025628707,-0.0013962887
1705916721955,-4.6468515,-4.263369,-7.5065017,4.3432735E-4,0.0025628707,-0.0013962887
1705916721962,-4.6468515,-4.263369,-7.5065017,-2.5948958E-4,0.0029581815,-9.949021E-4
1705916722286,-4.6540923,-4.2682843,-7.5014563,-2.5948958E-4,0.0029581815,-9.949021E-4
1705916722299,-4.6540923,-4.2682843,-7.5014563,-3.4937618E-4,0.0031117087,-0.0017026205
1705916722699,-4.654277,-4.242877,-7.5017304,-3.4937618E-4,0.0031117087,-0.0017026205
1705916722709,-4.654277,-4.242877,-7.5017304,1.737905E-4,0.0032166166,-7.712087E-4
1705916722880,-4.6406794,-4.2395415,-7.483502,1.737905E-4,0.0032166166,-7.712087E-4
1705916722888,-4.6406794,-4.2395415,-7.483502,7.028361E-4,0.0032138086,-9.169774E-4
